path;type;size;permissions;modification_time;user;group;device_id;hard_links;special_device_id;inode;block_size;blocks;flags;generation;access_time;change_time;birth_time
C:/Windows/SysWOW64/@AppHelpToast.png;file;232;33206;2019-12-07T09:09:21.756153Z;;;2785144255;2;0;1125899907637410;4096;0;0;0;2021-12-16T13:36:01.121077Z;2021-05-18T10:36:12.845374Z;2019-12-07T09:09:21.756153Z
C:/Windows/SysWOW64/@AudioToastIcon.png;file;308;33206;2019-12-07T09:09:21.770852Z;;;2785144255;2;0;1125899907637580;4096;0;0;0;2021-12-16T13:36:01.121077Z;2021-07-07T10:42:14.779695Z;2019-12-07T09:09:21.770852Z
C:/Windows/SysWOW64/@EnrollmentToastIcon.png;file;330;33206;2019-12-07T09:09:26.114855Z;;;2785144255;2;0;1125899907636890;4096;8;0;0;2021-12-16T13:36:01.121077Z;2021-11-11T08:10:02.330909Z;2019-12-07T09:09:26.114855Z
C:/Windows/SysWOW64/@VpnToastIcon.png;file;404;33206;2019-12-07T09:09:32.349807Z;;;2785144255;2;0;1125899907514280;4096;8;0;0;2021-12-16T13:36:01.126157Z;2021-12-16T12:06:18.175712Z;2019-12-07T09:09:32.349807Z
C:/Windows/SysWOW64/@WirelessDisplayToast.png;file;691;33206;2019-12-07T09:09:15.145962Z;;;2785144255;2;0;1125899907637220;4096;8;0;0;2021-12-16T13:36:01.126157Z;2021-02-22T08:01:24.302824Z;2019-12-07T09:09:15.145962Z
C:/Windows/SysWOW64/aadauthhelper.dll;file;339968;33206;2021-10-16T00:21:15.979705Z;;;2785144255;2;0;281474977857332;4096;664;0;0;2021-12-16T13:35:27.540794Z;2021-11-11T11:29:33.737270Z;2021-10-16T00:21:15.964110Z
C:/Windows/SysWOW64/aadtb.dll;file;1125888;33206;2021-10-03T19:02:04.324233Z;;;2785144255;2;0;1688849861186660;4096;2200;0;0;2021-12-16T13:35:27.579012Z;2021-11-11T11:29:33.744251Z;2021-10-03T19:02:04.248765Z
C:/Windows/SysWOW64/aadWamExtension.dll;file;137016;33206;2021-10-03T19:02:04.144513Z;;;2785144255;2;0;1688849861186660;4096;272;0;0;2021-12-16T13:35:27.595931Z;2021-11-11T11:29:33.734277Z;2021-10-03T19:02:04.137191Z
C:/Windows/SysWOW64/AarSvc.dll;file;354816;33206;2021-10-16T00:21:15.230801Z;;;2785144255;2;0;281474977857299;4096;696;0;0;2021-12-16T13:35:27.612092Z;2021-11-11T11:29:33.703360Z;2021-10-16T00:21:15.230801Z
C:/Windows/SysWOW64/AboveLockAppHost.dll;file;331776;33206;2021-03-11T12:12:19.379596Z;;;2785144255;2;0;844424931103396;4096;648;0;0;2021-12-16T13:35:27.628738Z;2021-11-11T11:29:30.961582Z;2021-03-11T12:12:19.363944Z
C:/Windows/SysWOW64/accessibilitycpl.dll;file;223232;33206;2020-11-03T12:45:51.025747Z;;;2785144255;2;0;562949954396558;4096;440;0;0;2021-12-16T13:35:27.645290Z;2021-11-11T11:29:33.772176Z;2020-11-03T12:45:51.010161Z
C:/Windows/SysWOW64/accountaccessor.dll;file;203264;33206;2021-01-15T09:27:50.155019Z;;;2785144255;2;0;21392098230634600;4096;400;0;0;2021-12-16T13:35:27.659291Z;2021-11-11T11:29:35.502596Z;2021-01-15T09:27:50.155019Z
C:/Windows/SysWOW64/AccountsRt.dll;file;342528;33206;2021-01-15T09:27:50.170638Z;;;2785144255;2;0;15762598696421500;4096;672;0;0;2021-12-16T13:35:27.674152Z;2021-11-11T11:29:35.504591Z;2021-01-15T09:27:50.155019Z
C:/Windows/SysWOW64/AcGenral.dll;file;2398720;33206;2020-11-03T12:46:03.569817Z;;;2785144255;2;0;562949954401109;4096;4688;0;0;2021-12-16T13:35:27.678014Z;2021-11-11T11:29:34.248Z;2020-11-03T12:46:03.554160Z
C:/Windows/SysWOW64/AcLayers.dll;file;381440;33206;2021-10-16T00:21:30.736399Z;;;2785144255;2;0;281474977857999;4096;752;0;0;2021-12-16T13:35:27.678565Z;2021-11-11T11:29:34.245008Z;2021-10-16T00:21:30.720811Z
C:/Windows/SysWOW64/acledit.dll;file;8704;33206;2019-12-07T09:09:57.834605Z;;;2785144255;2;0;1125899907628410;4096;24;0;0;2021-12-16T13:35:27.689219Z;2021-11-11T11:29:34.203158Z;2019-12-07T09:09:57.834605Z
C:/Windows/SysWOW64/aclui.dll;file;441856;33206;2019-12-07T09:09:57.834605Z;;;2785144255;2;0;1125899907628350;4096;864;0;0;2021-12-16T13:35:27.706535Z;2021-11-11T11:29:34.204118Z;2019-12-07T09:09:57.834605Z
C:/Windows/SysWOW64/acppage.dll;file;69632;33206;2021-01-15T09:27:18.786355Z;;;2785144255;2;0;6755399441674900;4096;136;0;0;2021-12-16T13:35:27.719427Z;2021-11-11T11:29:33.772176Z;2021-01-15T09:27:18.786355Z
C:/Windows/SysWOW64/AcSpecfc.dll;file;461824;33206;2020-11-03T12:46:03.585403Z;;;2785144255;2;0;562949954401110;4096;904;0;0;2021-12-16T13:35:27.735256Z;2021-11-11T11:29:34.253035Z;2020-11-03T12:46:03.585403Z
C:/Windows/SysWOW64/ActionCenter.dll;file;255488;33206;2021-01-15T09:27:19.643887Z;;;2785144255;2;0;9570149208781570;4096;504;0;0;2021-12-16T13:35:27.761193Z;2021-11-11T11:29:33.792123Z;2021-01-15T09:27:19.643887Z
C:/Windows/SysWOW64/ActionCenterCPL.dll;file;125952;33206;2020-11-03T12:45:52.822231Z;;;2785144255;2;0;562949954397852;4096;248;0;0;2021-12-16T13:35:27.775684Z;2021-11-11T11:29:33.787167Z;2020-11-03T12:45:52.822231Z
C:/Windows/SysWOW64/ActivationClient.dll;file;43008;33206;2021-01-15T09:27:13.355524Z;;;2785144255;2;0;20829148277179600;4096;88;0;0;2021-12-16T13:35:27.786688Z;2021-11-11T11:29:33.743254Z;2021-01-15T09:27:13.339902Z
C:/Windows/SysWOW64/ActivationManager.dll;file;654336;33206;2021-10-03T19:02:04.689763Z;;;2785144255;2;0;1688849861186670;4096;1280;0;0;2021-12-16T13:35:27.802206Z;2021-11-11T11:29:33.742257Z;2021-10-03T19:02:04.636593Z
C:/Windows/SysWOW64/activeds.dll;file;217600;33206;2021-01-15T09:27:18.755077Z;;;2785144255;2;0;18014398510101100;4096;432;0;0;2021-12-16T13:35:27.815899Z;2021-11-11T11:29:33.772176Z;2021-01-15T09:27:18.755077Z
C:/Windows/SysWOW64/activeds.tlb;file;112128;33206;2020-11-03T12:45:51.041390Z;;;2785144255;2;0;562949954396564;4096;224;0;0;2021-12-16T13:35:27.823890Z;2021-02-22T08:01:23.642363Z;2020-11-03T12:45:51.041390Z
C:/Windows/SysWOW64/ActiveSyncProvider.dll;file;1423360;33206;2021-01-15T09:27:50.201883Z;;;2785144255;2;0;15762598696421500;4096;2784;0;0;2021-12-16T13:35:27.842373Z;2021-11-11T11:29:35.502596Z;2021-01-15T09:27:50.170638Z
C:/Windows/SysWOW64/actxprxy.dll;file;283136;33206;2021-03-11T12:12:18.762354Z;;;2785144255;2;0;844424931103372;4096;560;0;0;2021-12-16T13:35:27.842680Z;2021-11-11T11:29:33.796165Z;2021-03-11T12:12:18.762354Z
C:/Windows/SysWOW64/AcWinRT.dll;file;68608;33206;2021-06-10T14:01:50.938190Z;;;2785144255;2;0;281474977765845;4096;136;0;0;2021-12-16T13:35:27.857753Z;2021-11-11T11:29:34.243013Z;2021-06-10T14:01:50.938190Z
C:/Windows/SysWOW64/acwow64.dll;file;37888;33206;2021-06-10T14:01:41.445002Z;;;2785144255;2;0;281474977765206;4096;80;0;0;2021-12-16T13:35:27.868726Z;2021-11-11T11:29:33.790129Z;2021-06-10T14:01:41.445002Z
C:/Windows/SysWOW64/AcXtrnal.dll;file;86528;33206;2021-10-16T00:21:30.720811Z;;;2785144255;2;0;281474977857998;4096;176;0;0;2021-12-16T13:35:27.882448Z;2021-11-11T11:29:34.252028Z;2021-10-16T00:21:30.720811Z
C:/Windows/SysWOW64/AdaptiveCards.dll;file;42496;33206;2021-01-15T09:27:12.886858Z;;;2785144255;2;0;2533274790986920;4096;88;0;0;2021-12-16T13:35:27.894324Z;2021-11-11T11:29:33.739265Z;2021-01-15T09:27:12.886858Z
C:/Windows/SysWOW64/AddressParser.dll;file;53248;33206;2019-12-07T09:09:18.005520Z;;;2785144255;2;0;1407374884348430;4096;104;0;0;2021-12-16T13:35:27.905919Z;2021-11-11T11:29:33.756219Z;2019-12-07T09:09:18.005520Z
C:/Windows/SysWOW64/AdmTmpl.dll;file;428544;33206;2020-11-03T12:46:05.928634Z;;;2785144255;2;0;562949954401761;4096;840;0;0;2021-12-16T13:35:27.923871Z;2021-11-11T11:29:32.371140Z;2020-11-03T12:46:05.928634Z
C:/Windows/SysWOW64/adprovider.dll;file;49152;33206;2021-04-17T10:35:10.079388Z;;;2785144255;2;0;844424930951803;4096;96;0;0;2021-12-16T13:35:27.934876Z;2021-11-11T11:29:34.210101Z;2021-04-17T10:35:10.070451Z
C:/Windows/SysWOW64/adrclient.dll;file;100352;33206;2021-01-15T09:27:41.210640Z;;;2785144255;2;0;12666373952602600;4096;200;0;0;2021-12-16T13:35:27.948552Z;2021-11-11T11:29:31.879830Z;2021-01-15T09:27:41.210640Z
C:/Windows/SysWOW64/adsldp.dll;file;198656;33206;2021-11-11T11:29:08.074417Z;;;2785144255;2;0;281474977879570;4096;392;0;0;2021-12-16T13:35:27.961429Z;2021-11-11T11:38:51.067006Z;2021-11-11T11:29:08.070426Z
C:/Windows/SysWOW64/adsldpc.dll;file;209920;33206;2021-06-10T14:01:40.712107Z;;;2785144255;2;0;281474977765171;4096;416;0;0;2021-12-16T13:35:27.973549Z;2021-11-11T11:29:33.761205Z;2021-06-10T14:01:40.712107Z
C:/Windows/SysWOW64/adsmsext.dll;file;84480;33206;2019-12-07T09:09:57.834605Z;;;2785144255;2;0;1125899907630540;4096;168;0;0;2021-12-16T13:35:27.984563Z;2021-11-11T11:29:34.211139Z;2019-12-07T09:09:57.834605Z
C:/Windows/SysWOW64/adsnt.dll;file;286208;33206;2019-12-07T09:09:57.834605Z;;;2785144255;2;0;1125899907630180;4096;560;0;0;2021-12-16T13:35:27.997530Z;2021-11-11T11:29:34.209104Z;2019-12-07T09:09:57.834605Z
C:/Windows/SysWOW64/adtschema.dll;file;863232;33206;2020-11-11T20:25:25.766349Z;;;2785144255;2;0;844424931073590;4096;1688;0;0;2021-12-16T13:35:28.008749Z;2021-11-11T11:29:33.700367Z;2020-11-11T20:25:25.750563Z
C:/Windows/SysWOW64/AdvancedInstallers;directory;0;16822;2021-01-15T09:30:17.929957Z;;;2785144255;1;0;24488322974147400;4096;0;0;0;2021-12-16T13:36:01.156170Z;2021-01-15T09:30:17.929957Z;2019-12-07T09:14:52.720933Z
C:/Windows/SysWOW64/AdvancedInstallers/cmiv2.dll;file;1909584;33206;2021-01-15T09:27:21.662693Z;;;2785144255;2;0;6755399441675480;4096;3736;0;0;2021-01-15T09:30:31.672804Z;2021-11-11T11:29:33.805088Z;2021-01-15T09:27:21.631449Z
C:/Windows/SysWOW64/advapi32.dll;file;489656;33206;2021-06-10T14:01:36.963119Z;;;2785144255;2;0;281474977764837;4096;960;0;0;2021-12-16T13:35:28.009762Z;2021-11-11T11:29:33.713333Z;2021-06-10T14:01:36.947498Z
C:/Windows/SysWOW64/advapi32res.dll;file;2560;33206;2019-12-07T09:09:13.536352Z;;;2785144255;2;0;1125899907636160;4096;8;0;0;2021-12-16T13:35:28.011743Z;2021-11-11T11:29:33.706351Z;2019-12-07T09:09:13.536352Z
C:/Windows/SysWOW64/advpack.dll;file;120832;33206;2019-12-07T09:09:27.599746Z;;;2785144255;2;0;1125899907638210;4096;240;0;0;2021-12-16T13:35:28.025351Z;2021-11-11T11:29:33.789166Z;2019-12-07T09:09:27.599746Z
C:/Windows/SysWOW64/aeevts.dll;file;30720;33206;2019-12-07T09:09:21.756153Z;;;2785144255;2;0;1125899907636320;4096;64;0;0;2021-12-16T13:35:28.033292Z;2021-11-11T11:29:33.776165Z;2019-12-07T09:09:21.756153Z
C:/Windows/SysWOW64/aepic.dll;file;475448;33206;2021-10-03T19:02:16.320307Z;;;2785144255;2;0;1688849861186960;4096;936;0;0;2021-12-16T13:35:28.048869Z;2021-11-11T11:29:33.777163Z;2021-10-03T19:02:16.249863Z
C:/Windows/SysWOW64/aesm_service_ps.dll;file;47760;33206;2018-12-19T02:32:00Z;;;2785144255;1;0;1125899906993110;4096;96;0;0;2021-12-16T13:35:28.061053Z;2020-11-03T12:52:03.269473Z;2019-09-17T10:23:44.936420Z
C:/Windows/SysWOW64/agentactivationruntime.dll;file;678400;33206;2021-10-16T00:21:15.215212Z;;;2785144255;2;0;281474977857298;4096;1328;0;0;2021-12-16T13:35:28.075162Z;2021-11-11T11:29:33.702363Z;2021-10-16T00:21:15.199551Z
C:/Windows/SysWOW64/agentactivationruntimestarter.exe;file;10752;33206;2020-12-09T00:08:26.700040Z;;;2785144255;2;0;1407374883927000;4096;24;0;0;2021-12-16T13:35:28.195873Z;2021-11-15T13:07:17.573432Z;2020-12-09T00:08:26.700040Z
C:/Windows/SysWOW64/agentactivationruntimewindows.dll;file;647680;33206;2021-10-16T00:21:15.199551Z;;;2785144255;2;0;281474977857297;4096;1272;0;0;2021-12-16T13:35:28.211519Z;2021-11-11T11:29:33.707349Z;2021-10-16T00:21:15.177402Z
C:/Windows/SysWOW64/altspace.dll;file;163328;33206;2019-12-07T09:09:57.209610Z;;;2785144255;2;0;1125899907630080;4096;320;0;0;2021-12-16T13:35:28.225856Z;2021-11-11T11:29:34.245008Z;2019-12-07T09:09:57.022197Z
C:/Windows/SysWOW64/amcompat.tlb;file;18944;33206;2019-12-06T18:27:00Z;;;2785144255;2;0;1125899907619610;4096;40;0;0;2021-12-16T13:35:28.230123Z;2021-11-15T13:07:18.033808Z;2019-12-07T14:52:21.126178Z
C:/Windows/SysWOW64/amsi.dll;file;60416;33206;2021-01-15T09:27:09.822332Z;;;2785144255;2;0;3096224744401910;4096;120;0;0;2021-12-16T13:35:28.230465Z;2021-11-11T11:29:33.717322Z;2021-01-15T09:27:09.806744Z
C:/Windows/SysWOW64/amstream.dll;file;76800;33206;2021-01-15T09:27:38.270235Z;;;2785144255;2;0;18014398510104600;4096;152;0;0;2021-12-16T13:35:28.245111Z;2021-11-11T11:29:34.244011Z;2021-01-15T09:27:38.270235Z
C:/Windows/SysWOW64/AnalogCommonProxyStub.dll;file;17920;33206;2019-12-07T09:10:05.522389Z;;;2785144255;2;0;1125899907629190;4096;40;0;0;2021-12-16T13:35:28.255125Z;2021-11-11T11:29:31.719701Z;2019-12-07T09:10:05.522389Z
C:/Windows/SysWOW64/apds.dll;file;209920;33206;2021-01-15T09:27:34.678234Z;;;2785144255;2;0;15481123719708100;4096;416;0;0;2021-12-16T13:35:28.269277Z;2021-11-11T11:29:34.214092Z;2021-01-15T09:27:34.678234Z
C:/Windows/SysWOW64/APHostClient.dll;file;46080;33206;2021-01-15T09:27:50.217503Z;;;2785144255;2;0;18295873486817400;4096;96;0;0;2021-12-16T13:35:28.279289Z;2021-11-11T11:29:35.507582Z;2021-01-15T09:27:50.217503Z
C:/Windows/SysWOW64/ApiSetHost.AppExecutionAlias.dll;file;69632;33206;2020-11-03T12:45:47.464029Z;;;2785144255;2;0;3377699721501850;4096;136;0;0;2021-12-16T13:35:28.291620Z;2021-11-11T11:29:33.739265Z;2020-11-03T12:45:47.464029Z
C:/Windows/SysWOW64/AppContracts.dll;file;772144;33206;2021-11-11T11:28:59.206691Z;;;2785144255;2;0;281474977879181;4096;1512;0;0;2021-12-16T13:35:28.305955Z;2021-11-11T11:38:53.103685Z;2021-11-11T11:28:59.181756Z
C:/Windows/SysWOW64/AppExtension.dll;file;135680;33206;2021-01-15T09:27:12.933722Z;;;2785144255;2;0;2533274790986920;4096;272;0;0;2021-12-16T13:35:28.318164Z;2021-11-11T11:29:33.743254Z;2021-01-15T09:27:12.933722Z
C:/Windows/SysWOW64/apphelp.dll;file;639488;33206;2021-11-11T11:29:00.171150Z;;;2785144255;2;0;281474977879209;4096;1256;0;0;2021-12-16T13:35:28.319161Z;2021-11-11T11:38:52.277461Z;2021-11-11T11:29:00.158146Z
C:/Windows/SysWOW64/Apphlpdm.dll;file;29696;33206;2021-04-17T10:34:39.127770Z;;;2785144255;2;0;844424930951416;4096;64;0;0;2021-12-16T13:35:28.332133Z;2021-11-11T11:29:33.776165Z;2021-04-17T10:34:39.123130Z
C:/Windows/SysWOW64/appidapi.dll;file;54720;33206;2020-11-03T12:45:51.088262Z;;;2785144255;2;0;562949954396575;4096;112;0;0;2021-12-16T13:35:28.343941Z;2021-11-11T11:29:33.778160Z;2020-11-03T12:45:51.072641Z
C:/Windows/SysWOW64/AppIdPolicyEngineApi.dll;file;285696;33206;2021-01-15T09:27:42.376964Z;;;2785144255;2;0;15199648742998600;4096;560;0;0;2021-12-16T13:35:28.356841Z;2021-11-11T11:29:32.372138Z;2021-01-15T09:27:42.376964Z
C:/Windows/SysWOW64/appidtel.exe;file;20992;33206;2020-11-03T12:45:51.072641Z;;;2785144255;2;0;562949954396574;4096;48;0;0;2021-12-16T13:35:28.380816Z;2021-11-11T11:29:33.770182Z;2020-11-03T12:45:51.072641Z
C:/Windows/SysWOW64/AppInstallerPrompt.Desktop.dll;file;38400;33206;2021-01-15T09:27:18.677006Z;;;2785144255;2;0;6192449488253580;4096;80;0;0;2021-12-16T13:35:28.391850Z;2021-11-11T11:29:33.772176Z;2021-01-15T09:27:18.677006Z
C:/Windows/SysWOW64/AppLocker;directory;0;16822;2019-12-07T09:14:52.720933Z;;;2785144255;1;0;16888498602959700;4096;0;0;0;2021-12-16T13:36:01.156170Z;2020-11-03T12:35:52.826114Z;2019-12-07T09:14:52.720933Z
C:/Windows/SysWOW64/AppLockerCSP.dll;file;272896;33206;2020-11-03T12:45:51.072641Z;;;2785144255;2;0;562949954396573;4096;536;0;0;2021-12-16T13:35:28.405875Z;2021-11-11T11:29:33.764197Z;2020-11-03T12:45:51.072641Z
C:/Windows/SysWOW64/AppManagementConfiguration.dll;file;124928;33206;2021-01-15T09:27:42.251994Z;;;2785144255;2;0;12947848929313400;4096;248;0;0;2021-12-16T13:35:28.417850Z;2021-11-11T11:29:32.347203Z;2021-01-15T09:27:42.251994Z
C:/Windows/SysWOW64/appmgmts.dll;file;160768;33206;2020-11-03T12:46:05.912986Z;;;2785144255;2;0;562949954401757;4096;320;0;0;2021-12-16T13:35:28.431805Z;2021-11-11T11:29:32.369144Z;2020-11-03T12:46:05.912986Z
C:/Windows/SysWOW64/appmgr.dll;file;366592;33206;2021-01-15T09:27:42.376964Z;;;2785144255;2;0;9288674232074850;4096;720;0;0;2021-12-16T13:35:28.454792Z;2021-11-11T11:29:32.372138Z;2021-01-15T09:27:42.376964Z
C:/Windows/SysWOW64/AppointmentActivation.dll;file;114688;33206;2021-01-15T09:27:15.671372Z;;;2785144255;2;0;28991922601816200;4096;224;0;0;2021-12-16T13:35:28.468795Z;2021-11-11T11:29:33.745249Z;2021-01-15T09:27:15.671372Z
C:/Windows/SysWOW64/AppointmentApis.dll;file;650752;33206;2021-01-15T09:27:15.577645Z;;;2785144255;2;0;32088147345627600;4096;1272;0;0;2021-12-16T13:35:28.481783Z;2021-11-11T11:29:33.751232Z;2021-01-15T09:27:15.562041Z
C:/Windows/SysWOW64/apprepapi.dll;file;10752;33206;2019-12-07T09:09:21.770852Z;;;2785144255;2;0;1125899907636880;4096;24;0;0;2021-12-16T13:35:28.492237Z;2021-11-11T11:29:33.760208Z;2019-12-07T09:09:21.770852Z
C:/Windows/SysWOW64/AppResolver.dll;file;452480;33206;2021-10-03T19:02:15.270456Z;;;2785144255;2;0;1688849861186940;4096;888;0;0;2021-12-16T13:35:28.492621Z;2021-11-11T11:29:33.765194Z;2021-10-03T19:02:15.233216Z
C:/Windows/SysWOW64/AppVClientPS.dll;file;26936;33206;2021-10-03T19:03:05.633466Z;;;2785144255;2;0;1688849861187760;4096;56;0;0;2021-12-16T13:35:28.503357Z;2021-11-11T11:29:32.343215Z;2021-10-03T19:03:05.628650Z
C:/Windows/SysWOW64/AppVEntSubsystems32.dll;file;1503032;33206;2021-10-03T19:03:05.761699Z;;;2785144255;2;0;1688849861187760;4096;2936;0;0;2021-12-16T13:35:28.554713Z;2021-11-11T11:29:32.345208Z;2021-10-03T19:03:05.643859Z
C:/Windows/SysWOW64/AppVSentinel.dll;file;13624;33206;2021-10-03T19:03:05.839064Z;;;2785144255;2;0;1688849861187760;4096;32;0;0;2021-12-16T13:35:28.564712Z;2021-11-11T11:29:32.345208Z;2021-10-03T19:03:05.834201Z
C:/Windows/SysWOW64/AppVTerminator.dll;file;18232;33206;2021-10-03T19:03:05.620010Z;;;2785144255;2;0;1688849861187760;4096;40;0;0;2021-12-16T13:35:28.574694Z;2021-11-11T11:29:32.342217Z;2021-10-03T19:03:05.615001Z
C:/Windows/SysWOW64/appwiz.cpl;file;469504;33206;2021-01-15T09:27:34.537641Z;;;2785144255;2;0;13792273859444200;4096;920;0;0;2021-12-16T13:35:28.591605Z;2021-11-11T11:29:34.206112Z;2021-01-15T09:27:34.537641Z
C:/Windows/SysWOW64/AppxAllUserStore.dll;file;295736;33206;2021-10-16T00:21:15.879491Z;;;2785144255;2;0;281474977857330;4096;584;0;0;2021-12-16T13:35:28.604694Z;2021-11-11T11:29:33.722309Z;2021-10-16T00:21:15.863872Z
C:/Windows/SysWOW64/AppxApplicabilityEngine.dll;file;190792;33206;2020-11-03T12:45:46.698554Z;;;2785144255;2;0;3377699721501800;4096;376;0;0;2021-12-16T13:35:28.617670Z;2021-11-11T11:29:33.739265Z;2020-11-03T12:45:46.698554Z
C:/Windows/SysWOW64/AppXDeploymentClient.dll;file;758176;33206;2021-10-16T00:21:16.586849Z;;;2785144255;2;0;281474977857345;4096;1488;0;0;2021-12-16T13:35:28.618146Z;2021-11-11T11:29:33.749237Z;2021-10-16T00:21:16.566551Z
C:/Windows/SysWOW64/AppxPackaging.dll;file;1632072;33206;2021-11-11T11:28:59.634545Z;;;2785144255;2;0;281474977879190;4096;3192;0;0;2021-12-16T13:35:28.637650Z;2021-11-11T11:38:50.815350Z;2021-11-11T11:28:59.606621Z
C:/Windows/SysWOW64/AppxProvisioning.xml;file;3232;33206;2019-12-07T09:09:15.129854Z;;;2785144255;2;0;1125899907637020;4096;8;0;0;2021-12-16T13:35:28.639378Z;2021-11-15T13:07:17.581454Z;2019-12-07T09:09:15.129854Z
C:/Windows/SysWOW64/AppxSip.dll;file;232448;33206;2021-01-15T09:27:16.015053Z;;;2785144255;2;0;7036874418385070;4096;456;0;0;2021-12-16T13:35:28.642241Z;2021-11-11T11:29:33.754225Z;2021-01-15T09:27:16.015053Z
